Age,EdLevel,Employment,Gender,YearsOfExperience,Status
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,3,
30,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,10,
27,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,5,
40,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,10,
26,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Man,5,
29,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,5,
28,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,5,
36,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,5,
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,4,
31,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,12,
35,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Woman,5,
55,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,40,
36,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,17,
31,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,7,
43,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,4,
37,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,11,
21,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Student,Man,NA,
36,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,2,
33,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,Less than 1 year,
59,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,37,
33,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Woman,5,
32,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,Man,8,
57,"Other doctoral degree (Ph.D., Ed.D., etc.)","Independent contractor, freelancer, or self-employed",Man,30,
22,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,3,
34,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,9,
26,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,3,
44,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,6,
50,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,25,
26,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,5,
43,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",Man,20,
39,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,NA,
37,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,12,
52,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,20,
26,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,5,
31,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,6,
27,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,8,
34,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,7,
34,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)","Not employed, but looking for work",Man,NA,
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,
36,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,14,
48,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,26,
33,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,10,
28,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,6,
38,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,10,
32,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,9,
27,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,4,
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,3,
40,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,15,
33,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,"Non-binary, genderqueer, or gender non-conforming",2,
42,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,20,
33,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,6,
30,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,
22,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Student,Man,NA,
51,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",Man,35,
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,
31,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,5,
43,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,21,
27,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Woman,6,
35,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Woman,12,
52,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,30,
46,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,22,
27,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,7,
25,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,2,
29,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,6,
38,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,13,
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Woman,4,
30,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Woman,Less than 1 year,
38,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Woman,15,
27,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,6,
30,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,7,
27,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,
36,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,12,
35,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,13,
23,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Man,Less than 1 year,
32,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,9,
55,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,34,
28,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Woman,4,
24,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,3,
45,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,20,
56,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,35,
27,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,5,
40,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",Man,19,
29,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,3,
40,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,15,
34,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,12,
38,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,15,
56,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,30,
34,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,8,
24,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,3,
29,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,5,
30,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,7,
34,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,12,
32,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,NA,
45,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,23,
23,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Woman,1,
56,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,35,
42,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,20,
27,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,2,
57,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,26,
58,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,33,
23,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,1,
26,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Woman,NA,
29,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,6,
21,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,Less than 1 year,
45,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,25,
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Not employed, but looking for work",Man,NA,
60,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,35,
31,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,Man,11,
27,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,Less than 1 year,
22,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Man,1,
34,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Woman,4,
58,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,27,
36,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,16,
23,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Not employed, but looking for work",Woman,NA,
57,"Other doctoral degree (Ph.D., Ed.D., etc.)","Independent contractor, freelancer, or self-employed",Man,3,
52,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,10,
27,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,6,
63,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,34,
27,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,4,
62,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,39,
31,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Woman,7,
38,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,17,
35,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,4,
26,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,Less than 1 year,
21,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Student,Man,NA,
39,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Woman,6,
27,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Man,5,
34,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,12,
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,3,
50,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,26,
46,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,19,
22,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Student,Man,NA,
24,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,
23,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,3,
62,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,45,
26,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,5,
18,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Not employed, but looking for work",Woman,NA,
45,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,18,
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Woman,4,
61,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,23,
26,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,
35,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,8,
30,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,3,
28,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,8,
37,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,5,
23,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,
23,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Man,Less than 1 year,
40,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,12,
39,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,16,
21,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,1,
32,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,8,
33,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,11,
22,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,NA,
22,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,Less than 1 year,
23,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,1,
30,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,6,
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,3,
24,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,Less than 1 year,
36,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",Man,6,
23,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,
58,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,Woman,19,
26,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,2,
23,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,1,
31,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,7,
28,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,Less than 1 year,
58,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Retired,Man,NA,
27,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,5,
27,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,5,
24,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,3,
35,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,6,
40,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,15,
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,
27,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,3,
22,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Student,Man,NA,
33,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,4,
28,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,
27,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,3,
25,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,5,
33,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,10,
35,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",Man,6,
35,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,14,
32,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,"Non-binary, genderqueer, or gender non-conforming",12,
28,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Woman,1,
27,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,
23,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,
28,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,4,
33,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,"Non-binary, genderqueer, or gender non-conforming",10,
36,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,3,
32,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,11,
38,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,Man,16,
43,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,20,
28,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,Less than 1 year,
30,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,7,
31,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Man,12,
37,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,15,
26,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,4,
30,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,6,
23,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Woman,1,
37,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,8,
40,"Other doctoral degree (Ph.D., Ed.D., etc.)","Independent contractor, freelancer, or self-employed",Man,10,
24,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Student,Man,NA,
24,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,
23,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Man,3,
37,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,10,
21,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,1,
28,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Student,Man,NA,
45,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,23,
36,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,14,
22,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Not employed, but looking for work",Man,NA,
33,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,8,
41,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,Man,12,
41,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,16,
40,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,20,
26,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,5,
33,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,10,
26,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,
36,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,11,
42,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,20,
34,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,10,
29,"Other doctoral degree (Ph.D., Ed.D., etc.)",Student,Man,NA,
28,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,7,
34,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,10,
29,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,5,
43,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Man,25,
25,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,3,
27,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,10,
26,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,5,
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Woman,3,
29,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,8,
21,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,1,
32,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,10,
28,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,4,
31,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,5,
56,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,Man,29,
30,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Woman,2,
30,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,4,
31,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,8,
60,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Woman,39,
27,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,3,
32,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,7,
40,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,3,
34,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,6,
47,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,14,
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Woman,2,
29,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,5,
26,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,3,
36,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,2,
25,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,2,
46,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,25,
27,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,NA,
50,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,34,
32,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,NA,
34,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,7,
31,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,8,
26,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,2,
23,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,
59,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Man,30,
34,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,10,
29,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,6,
31,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,3,
27,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,1,
33,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,8,
28,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,5,
27,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,5,
53,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,Man,23,
60,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,38,
22,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",Man,2,
38,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,18,
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,4,
33,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,Man,3,
33,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,3,
23,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,
25,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,5,
18,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Student,Man,NA,
32,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,8,
28,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,10,
26,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,1,
26,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)","Not employed, but looking for work",Man,NA,
36,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,12,
27,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,3,
25,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,Less than 1 year,
27,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,4,
32,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,11,
39,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",Man,6,
31,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,8,
23,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,2,
29,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,3,
42,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,15,
27,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,7,
34,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,6,
24,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Student,Man,NA,
21,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,1,
26,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,4,
34,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,16,
36,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,15,
28,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,4,
30,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,15,
31,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,5,
21,"Bachelor's degree (B.A., B.S., B.Eng., etc.)","Not employed, but looking for work",Man,NA,
29,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,5,
24,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,4,
38,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Man,10,
22,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Man,2,
